Station_Code,latitude,longitude,Hub distance end point_latitude,Hub distance end point_longitude,Hub distance end point_HubName_mouth,Hub distance end point_dist_to_mouth_m,Hub distance start point_latitude,Hub distance start point_longitude,Hub distance start point_HubName_head,Hub distance start point_dist_to_headwater_m,Hub distance KBA_latitude,Hub distance KBA_longitude,Hub distance KBA_Hub distance end point_latitude,Hub distance KBA_Hub distance end point_longitude,Hub distance KBA_Hub distance end point_HubName_mouth,Hub distance KBA_Hub distance end point_dist_to_mouth_m,Hub distance KBA_Hub distance start point_latitude,Hub distance KBA_Hub distance start point_longitude,Hub distance KBA_Hub distance start point_HubName_head,Hub distance KBA_Hub distance start point_dist_to_headwater_m,Hub distance KBA_HubName,Hub distance KBA_HubDist
PLT2022A09,13.77014167,121.0280167,13.77014167,121.0280167,,1269.01322744599,13.77014167,121.0280167,"0",730.0955164839,13.77014167,121.0280167,13.77014167,121.0280167,,1269.01322744599,13.77014167,121.0280167,"0",730.0955164839,Taal Volcano Protected Landscape,26709.7306642557
PLT2022A10,13.67039722,121.0536333,13.67039722,121.0536333,,1966.94017579015,13.67039722,121.0536333,"0",156.577881717709,13.67039722,121.0536333,13.67039722,121.0536333,,1966.94017579015,13.67039722,121.0536333,"0",156.577881717709,Puerto Galera,23117.6867562882
PLT2022A11,13.73667222,121.0562917,13.73667222,121.0562917,,665.133962321367,13.73667222,121.0562917,"0",710.87049098588,13.73667222,121.0562917,13.73667222,121.0562917,,665.133962321367,13.73667222,121.0562917,"0",710.87049098588,Puerto Galera,29536.1509329129
PLT2022A12,14.50194583,120.9925513,14.50194583,120.9925513,,158.502500122694,14.50194583,120.9925513,"0",190.497370919116,14.50194583,120.9925513,14.50194583,120.9925513,,158.502500122694,14.50194583,120.9925513,"0",190.497370919116,Manila Bay,39003.9234962244
PLT2022A13,14.588505,120.954974,14.588505,120.954974,Pasig  River,1122.98005427812,14.588505,120.954974,"0",1094.109930224,14.588505,120.954974,14.588505,120.954974,Pasig  River,1122.98005427812,14.588505,120.954974,"0",1094.109930224,Manila Bay,29083.6400758784
REI2022A01,10.816072,115.822639,10.816072,115.822639,,279879.858590036,10.816072,115.822639,"0",278912.261780223,10.816072,115.822639,10.816072,115.822639,,279879.858590036,10.816072,115.822639,"0",278912.261780223,Mount Mantalingahan,296990.123705811
REI2022A02,10.817133,115.823428,10.817133,115.823428,,279897.933408394,10.817133,115.823428,"0",278932.040755671,10.817133,115.823428,10.817133,115.823428,,279897.933408394,10.817133,115.823428,"0",278932.040755671,Mount Mantalingahan,297010.755148409
REI2022A03,10.730883,115.803008,10.730883,115.803008,,275086.250992363,10.730883,115.803008,"0",274019.563204534,10.730883,115.803008,10.730883,115.803008,,275086.250992363,10.730883,115.803008,"0",274019.563204534,Mount Mantalingahan,292040.032891325
REI2022A04,10.734292,115.802667,10.734292,115.802667,,275365.064714218,10.734292,115.802667,"0",274301.408267133,10.734292,115.802667,10.734292,115.802667,,275365.064714218,10.734292,115.802667,"0",274301.408267133,Mount Mantalingahan,292323.859250067
REQ2022A01,8.615277778,123.4025,8.615277778,123.4025,,916.989775164411,8.615277778,123.4025,"24",666.011843427809,8.615277778,123.4025,8.615277778,123.4025,,916.989775164411,8.615277778,123.4025,"24",666.011843427809,Mount Dapiak-Mount Paraya,32751.083430589
REQ2022A02,8.614166667,123.3977778,8.614166667,123.3977778,,1049.31528491928,8.614166667,123.3977778,"24",438.358097277188,8.614166667,123.3977778,8.614166667,123.3977778,,1049.31528491928,8.614166667,123.3977778,"24",438.358097277188,Mount Dapiak-Mount Paraya,32593.1899164993
REQ2022A03,8.623611111,123.3936111,8.623611111,123.3936111,,243.50046427963,8.623611111,123.3936111,"24",300.618118408038,8.623611111,123.3936111,8.623611111,123.3936111,,243.50046427963,8.623611111,123.3936111,"24",300.618118408038,Mount Dapiak-Mount Paraya,33612.3284158895
RUB2022A0X,14.3624463,120.9498504,14.3624463,120.9498504,,115.203843543003,14.3624463,120.9498504,"0",858.932430867437,14.3624463,120.9498504,14.3624463,120.9498504,,115.203843543003,14.3624463,120.9498504,"0",858.932430867437,Mounts Palay-Palay-Mataas Na Gulod National Park,32655.7215896808
RUB2022A0Y,14.3624463,120.9498504,14.3624463,120.9498504,,115.203843543003,14.3624463,120.9498504,"0",858.932430867437,14.3624463,120.9498504,14.3624463,120.9498504,,115.203843543003,14.3624463,120.9498504,"0",858.932430867437,Mounts Palay-Palay-Mataas Na Gulod National Park,32655.7215896808
SAJ2021A01,10.018117,119.07695,10.018117,119.07695,,497.556130818634,10.018117,119.07695,"0",1975.34553351684,10.018117,119.07695,10.018117,119.07695,,497.556130818634,10.018117,119.07695,"0",1975.34553351684,Puerto Princesa Subterranean River Natural Park / Cleopatra's Needle,24045.0585490793
SAJ2021A02,10.004183,119.03015,10.004183,119.03015,,218.370091783024,10.004183,119.03015,"0",1605.72223657375,10.004183,119.03015,10.004183,119.03015,,218.370091783024,10.004183,119.03015,"0",1605.72223657375,Puerto Princesa Subterranean River Natural Park / Cleopatra's Needle,21957.9894343802
SAJ2021A03,9.984567,118.951917,9.984567,118.951917,,1826.19566672338,9.984567,118.951917,"0",4659.16418264136,9.984567,118.951917,9.984567,118.951917,,1826.19566672338,9.984567,118.951917,"0",4659.16418264136,Puerto Princesa Subterranean River Natural Park / Cleopatra's Needle,20806.6633959723
SAJ2021A04,9.981,118.8856,9.981,118.8856,,2768.41971674686,9.981,118.8856,"0",2100.3083485697,9.981,118.8856,9.981,118.8856,,2768.41971674686,9.981,118.8856,"0",2100.3083485697,Puerto Princesa Subterranean River Natural Park / Cleopatra's Needle,21242.3111891357
SAJ2021A05,9.7509,118.772317,9.7509,118.772317,,6802.29149990879,9.7509,118.772317,"0",6550.74432400594,9.7509,118.772317,9.7509,118.772317,,6802.29149990879,9.7509,118.772317,"0",6550.74432400594,Puerto Princesa Subterranean River Natural Park / Cleopatra's Needle,49102.7589395655
SAJ2021A06,9.7509,118.772,9.7509,118.772,,6777.67947329738,9.7509,118.772,"0",6523.95910789659,9.7509,118.772,9.7509,118.772,,6777.67947329738,9.7509,118.772,"0",6523.95910789659,Puerto Princesa Subterranean River Natural Park / Cleopatra's Needle,49114.2334642785
SAJ2021A07,9.750983,118.772367,9.750983,118.772367,,6799.71337528482,9.750983,118.772367,"0",6549.13915284796,9.750983,118.772367,9.750983,118.772367,,6799.71337528482,9.750983,118.772367,"0",6549.13915284796,Puerto Princesa Subterranean River Natural Park / Cleopatra's Needle,49092.2834859817
SAJ2021A08,9.660433,118.74025,9.660433,118.74025,,172.534450676056,9.660433,118.74025,"0",55.980511929777,9.660433,118.74025,9.660433,118.74025,,172.534450676056,9.660433,118.74025,"0",55.980511929777,Victoria and Anepahan Ranges,57433.5204535673
SAJ2021A09,9.606767,118.701583,9.606767,118.701583,,3976.13999169409,9.606767,118.701583,"0",477.668720539957,9.606767,118.701583,9.606767,118.701583,,3976.13999169409,9.606767,118.701583,"0",477.668720539957,Rasa Island Wildlife Sanctuary,50615.4310546596
SAJ2021A10,9.57165,118.68055,9.57165,118.68055,,3874.37777093875,9.57165,118.68055,"0",447.663779634092,9.57165,118.68055,9.57165,118.68055,,3874.37777093875,9.57165,118.68055,"0",447.663779634092,Rasa Island Wildlife Sanctuary,46108.2123044325
SAJ2021A11,9.544417,118.653483,9.544417,118.653483,,1323.961418281,9.544417,118.653483,"0",462.937201506096,9.544417,118.653483,9.544417,118.653483,,1323.961418281,9.544417,118.653483,"0",462.937201506096,Rasa Island Wildlife Sanctuary,41942.6889999415
SAJ2021A12,10.197717,118.9028,10.197717,118.9028,,3315.60231947368,10.197717,118.9028,"0",754.538334402144,10.197717,118.9028,10.197717,118.9028,,3315.60231947368,10.197717,118.9028,"0",754.538334402144,Puerto Princesa Subterranean River Natural Park / Cleopatra's Needle,3598.75215590206
SAJ2021A13,10.075633,118.818217,10.075633,118.818217,,4042.73225965956,10.075633,118.818217,"0",2823.08022582291,10.075633,118.818217,10.075633,118.818217,,4042.73225965956,10.075633,118.818217,"0",2823.08022582291,Puerto Princesa Subterranean River Natural Park / Cleopatra's Needle,15276.9858264369
SAJ2021A14,10.073283,118.816283,10.073283,118.816283,,4378.09894036894,10.073283,118.816283,"0",3010.85078370264,10.073283,118.816283,10.073283,118.816283,,4378.09894036894,10.073283,118.816283,"0",3010.85078370264,Puerto Princesa Subterranean River Natural Park / Cleopatra's Needle,15609.448311919
SAJ2021A16,9.8741,118.607917,9.8741,118.607917,,2258.05076830662,9.8741,118.607917,"0",275.521200826841,9.8741,118.607917,9.8741,118.607917,,2258.05076830662,9.8741,118.607917,"0",275.521200826841,Puerto Princesa Subterranean River Natural Park / Cleopatra's Needle,47347.5787111605
SAJ2021A18,9.75915,118.509483,9.75915,118.509483,,5003.68788662022,9.75915,118.509483,"0",3978.02374832037,9.75915,118.509483,9.75915,118.509483,,5003.68788662022,9.75915,118.509483,"0",3978.02374832037,Victoria and Anepahan Ranges,47827.6608573266
SAJ2021A20,9.7267,118.453567,9.7267,118.453567,,4718.823474509,9.7267,118.453567,"0",526.081713057932,9.7267,118.453567,9.7267,118.453567,,4718.823474509,9.7267,118.453567,"0",526.081713057932,Victoria and Anepahan Ranges,41889.2697820303
ARA2023A01,7.300175,125.84796,7.300175,125.84796,,60.9739203879077,7.300175,125.84796,"0",5711.15066321334,7.300175,125.84796,7.300175,125.84796,,60.9739203879077,7.300175,125.84796,"0",5711.15066321334,Mount Kampalili-Puting Bato,47707.2113731574
ARA2023A02,7.293677,125.847291,7.293677,125.847291,,734.213374410931,7.293677,125.847291,"0",5320.64090364291,7.293677,125.847291,7.293677,125.847291,,734.213374410931,7.293677,125.847291,"0",5320.64090364291,Mount Kampalili-Puting Bato,47786.541838504
ARA2023A03,7.270109,125.840647,7.270109,125.840647,,3423.34147727093,7.270109,125.840647,"0",5094.13148242634,7.270109,125.840647,7.270109,125.840647,,3423.34147727093,7.270109,125.840647,"0",5094.13148242634,Mount Kampalili-Puting Bato,48628.837874385
ARA2023A04,7.243546,125.842797,7.243546,125.842797,,6298.92716651115,7.243546,125.842797,"0",5426.26298260319,7.243546,125.842797,7.243546,125.842797,,6298.92716651115,7.243546,125.842797,"0",5426.26298260319,Mount Kampalili-Puting Bato,48682.3563951648
CAP2023A01,9.839113333,123.374075,9.839113333,123.374075,,424.354385600366,9.839113333,123.374075,"0",787.229569382661,9.839113333,123.374075,9.839113333,123.374075,,424.354385600366,9.839113333,123.374075,"0",787.229569382661,Mount Kangbulagsing and Mount Lanaya,15611.879516857
CAP2023A04,9.839365,123.3728767,9.839365,123.3728767,,476.941587538551,9.839365,123.3728767,"0",828.998119512288,9.839365,123.3728767,9.839365,123.3728767,,476.941587538551,9.839365,123.3728767,"0",828.998119512288,Mount Kangbulagsing and Mount Lanaya,15617.6473784536
CAP2023A05,9.839346667,123.3730017,9.839346667,123.3730017,,470.775193518792,9.839346667,123.3730017,"0",824.580023463799,9.839346667,123.3730017,9.839346667,123.3730017,,470.775193518792,9.839346667,123.3730017,"0",824.580023463799,Mount Kangbulagsing and Mount Lanaya,15617.856214734
CAP2023A06,9.840071667,123.3732683,9.840071667,123.3732683,,541.161633321591,9.840071667,123.3732683,"0",899.679838570523,9.840071667,123.3732683,9.840071667,123.3732683,,541.161633321591,9.840071667,123.3732683,"0",899.679838570523,Mount Kangbulagsing and Mount Lanaya,15701.726326375
CAP2023A07,10.11634667,123.4910933,10.11634667,123.4910933,,1806.45191610127,10.11634667,123.4910933,"0",571.24884495022,10.11634667,123.4910933,10.11634667,123.4910933,,1806.45191610127,10.11634667,123.4910933,"0",571.24884495022,Nug-as and Mount Lantoy,24785.829837323
CAP2023A08,10.11618833,123.4914417,10.11618833,123.4914417,,1783.72547429065,10.11618833,123.4914417,"0",554.050738631587,10.11618833,123.4914417,10.11618833,123.4914417,,1783.72547429065,10.11618833,123.4914417,"0",554.050738631587,Nug-as and Mount Lantoy,24758.9896541099
CAP2023A09,10.11666,123.4922433,10.11666,123.4922433,,1826.32520481427,10.11666,123.4922433,"0",454.813307611937,10.11666,123.4922433,10.11666,123.4922433,,1826.32520481427,10.11666,123.4922433,"0",454.813307611937,Nug-as and Mount Lantoy,24786.7811379512
CAP2023A10,10.116815,123.490895,10.116815,123.490895,,1860.98860250622,10.116815,123.490895,"0",557.903368138483,10.116815,123.490895,10.116815,123.490895,,1860.98860250622,10.116815,123.490895,"0",557.903368138483,Nug-as and Mount Lantoy,24841.5065691189
CAP2023A11,10.11677667,123.4909983,10.11677667,123.4909983,,1855.04246528361,10.11677667,123.4909983,"0",550.926915247871,10.11677667,123.4909983,10.11677667,123.4909983,,1855.04246528361,10.11677667,123.4909983,"0",550.926915247871,Nug-as and Mount Lantoy,24834.4614586204
CAP2023A12,10.11676833,123.4917233,10.11676833,123.4917233,,1843.68287177069,10.11676833,123.4917233,"0",488.3295274934,10.11676833,123.4917233,10.11676833,123.4917233,,1843.68287177069,10.11676833,123.4917233,"0",488.3295274934,Nug-as and Mount Lantoy,24812.9846063905
CAP2023A13,11.05933333,123.9928,11.05933333,123.9928,,1095.79316290039,11.05933333,123.9928,"0",352.294328176198,11.05933333,123.9928,11.05933333,123.9928,,1095.79316290039,11.05933333,123.9928,"0",352.294328176198,Mount Capayas,52521.4021583492
CAP2023A14,11.0591,123.9928833,11.0591,123.9928833,,1096.61939965797,11.0591,123.9928833,"0",350.722089598366,11.0591,123.9928833,11.0591,123.9928833,,1096.61939965797,11.0591,123.9928833,"0",350.722089598366,Mount Capayas,52497.273252242
CAP2023A15,11.05895,123.99295,11.05895,123.99295,,1098.89141943367,11.05895,123.99295,"0",352.20647095024,11.05895,123.99295,11.05895,123.99295,,1098.89141943367,11.05895,123.99295,"0",352.20647095024,Mount Capayas,52481.9818092612
CAP2023A16,11.05903333,123.9934333,11.05903333,123.9934333,,1152.20466256838,11.05903333,123.9934333,"0",405.399511382313,11.05903333,123.9934333,11.05903333,123.9934333,,1152.20466256838,11.05903333,123.9934333,"0",405.399511382313,Mount Capayas,52499.14975503
CAP2023A17,11.05886667,123.9935667,11.05886667,123.9935667,,1161.42964557287,11.05886667,123.9935667,"0",414.70018432053,11.05886667,123.9935667,11.05886667,123.9935667,,1161.42964557287,11.05886667,123.9935667,"0",414.70018432053,Mount Capayas,52483.1659663265
CAP2023A18,11.05866667,123.9938533,11.05866667,123.9938533,,1186.47627580473,11.05866667,123.9938533,"0",440.919608247977,11.05866667,123.9938533,11.05866667,123.9938533,,1186.47627580473,11.05866667,123.9938533,"0",440.919608247977,Mount Capayas,52466.1198495058
CAP2023A19,10.08334167,123.661805,10.08334167,123.661805,,5171.30305354178,10.08334167,123.661805,"0",1489.66974259709,10.08334167,123.661805,10.08334167,123.661805,,5171.30305354178,10.08334167,123.661805,"0",1489.66974259709,Nug-as and Mount Lantoy,23696.1943959589
CAP2023A20,10.083165,123.6614917,10.083165,123.6614917,,5181.44032042444,10.083165,123.6614917,"0",1473.25951991496,10.083165,123.6614917,10.083165,123.6614917,,5181.44032042444,10.083165,123.6614917,"0",1473.25951991496,Nug-as and Mount Lantoy,23661.7103764122
CAP2023A21,10.08332333,123.66112,10.08332333,123.66112,,5154.36447017139,10.08332333,123.66112,"0",1430.13043996357,10.08332333,123.66112,10.08332333,123.66112,,5154.36447017139,10.08332333,123.66112,"0",1430.13043996357,Nug-as and Mount Lantoy,23655.6897416332
CAP2023A22,10.08262333,123.6616983,10.08262333,123.6616983,,5245.12731794315,10.08262333,123.6616983,"0",1527.5045446021,10.08262333,123.6616983,10.08262333,123.6616983,,5245.12731794315,10.08262333,123.6616983,"0",1527.5045446021,Nug-as and Mount Lantoy,23622.1734232914
CAP2023A23,10.08250833,123.6611217,10.08250833,123.6611217,,5241.85711613082,10.08250833,123.6611217,"0",1486.17702203269,10.08250833,123.6611217,10.08250833,123.6611217,,5241.85711613082,10.08250833,123.6611217,"0",1486.17702203269,Nug-as and Mount Lantoy,23578.5692703085
CAP2023A24,10.08271833,123.6614467,10.08271833,123.6614467,,5228.04625317212,10.08271833,123.6614467,"0",1499.30038530595,10.08271833,123.6614467,10.08271833,123.6614467,,5228.04625317212,10.08271833,123.6614467,"0",1499.30038530595,Nug-as and Mount Lantoy,23616.8737892572
CAP2023A25,10.58101667,124.0331,10.58101667,124.0331,,2884.4339115968,10.58101667,124.0331,"0",1321.08267485552,10.58101667,124.0331,10.58101667,124.0331,,2884.4339115968,10.58101667,124.0331,"0",1321.08267485552,Mount Capayas,12417.1917353367
CAP2023A26,10.58093333,124.0329,10.58093333,124.0329,,2873.95449922557,10.58093333,124.0329,"0",1297.99992628929,10.58093333,124.0329,10.58093333,124.0329,,2873.95449922557,10.58093333,124.0329,"0",1297.99992628929,Mount Capayas,12396.1186221866
CAP2023A27,10.58076667,124.0326833,10.58076667,124.0326833,,2868.39972416202,10.58076667,124.0326833,"0",1267.97010003495,10.58076667,124.0326833,10.58076667,124.0326833,,2868.39972416202,10.58076667,124.0326833,"0",1267.97010003495,Mount Capayas,12373.9926365857
CAP2023A28,10.581,124.0333,10.581,124.0333,,2902.24403393254,10.581,124.0333,"0",1337.70175696286,10.581,124.0333,10.581,124.0333,,2902.24403393254,10.581,124.0333,"0",1337.70175696286,Mount Capayas,12439.1569106236
CAP2023A29,10.58088333,124.03325,10.58088333,124.03325,,2906.49768023125,10.58088333,124.03325,"0",1325.74615198451,10.58088333,124.03325,10.58088333,124.03325,,2906.49768023125,10.58088333,124.03325,"0",1325.74615198451,Mount Capayas,12434.7448339285
CAP2023A30,10.58061667,124.0329833,10.58061667,124.0329833,,2903.95296082564,10.58061667,124.0329833,"0",1284.88877216272,10.58061667,124.0329833,10.58061667,124.0329833,,2903.95296082564,10.58061667,124.0329833,"0",1284.88877216272,Mount Capayas,12408.0919826469
CAP2023A31,11.11223833,124.0046133,11.11223833,124.0046133,,1736.67883969313,11.11223833,124.0046133,"0",2603.46329644911,11.11223833,124.0046133,11.11223833,124.0046133,,1736.67883969313,11.11223833,124.0046133,"0",2603.46329644911,Mount Capayas,58502.8628408285
CAP2023A32,11.11204,124.0043017,11.11204,124.0043017,,1715.38970255263,11.11204,124.0043017,"0",2613.70636709807,11.11204,124.0043017,11.11204,124.0043017,,1715.38970255263,11.11204,124.0043017,"0",2613.70636709807,Mount Capayas,58475.8207646812
CAP2023A33,11.11160833,124.004465,11.11160833,124.004465,,1752.74270436256,11.11160833,124.004465,"0",2664.62129381923,11.11160833,124.004465,11.11160833,124.004465,,1752.74270436256,11.11160833,124.004465,"0",2664.62129381923,Mount Capayas,58431.4894069862
CAP2023A34,11.11063833,124.0055283,11.11063833,124.0055283,,1905.5778201901,11.11063833,124.0055283,"0",2803.33644456788,11.11063833,124.0055283,11.11063833,124.0055283,,1905.5778201901,11.11063833,124.0055283,"0",2803.33644456788,Mount Capayas,58344.0685814652
CAP2023A35,11.11061167,124.0052783,11.11061167,124.0052783,,1883.04167972229,11.11061167,124.0052783,"0",2797.19072961514,11.11061167,124.0052783,11.11061167,124.0052783,,1883.04167972229,11.11061167,124.0052783,"0",2797.19072961514,Mount Capayas,58336.7822545347
CAP2023A36,11.11033333,124.0051117,11.11033333,124.0051117,,1882.35990694573,11.11033333,124.0051117,"0",2820.5944424138,11.11033333,124.0051117,11.11033333,124.0051117,,1882.35990694573,11.11033333,124.0051117,"0",2820.5944424138,Mount Capayas,58303.4798493536
CAP2023A37,10.96695,123.9232167,10.96695,123.9232167,,3578.36329186551,10.96695,123.9232167,"0",780.891501748108,10.96695,123.9232167,10.96695,123.9232167,,3578.36329186551,10.96695,123.9232167,"0",780.891501748108,Mount Capayas,41697.1010324653
CAP2023A38,10.96711667,123.9233333,10.96711667,123.9233333,,3556.34203715766,10.96711667,123.9233333,"0",758.528048417236,10.96711667,123.9233333,10.96711667,123.9233333,,3556.34203715766,10.96711667,123.9233333,"0",758.528048417236,Mount Capayas,41715.645984791
CAP2023A39,10.96728333,123.92345,10.96728333,123.92345,,3534.31868784085,10.96728333,123.92345,"0",736.161611656134,10.96728333,123.92345,10.96728333,123.92345,,3534.31868784085,10.96728333,123.92345,"0",736.161611656134,Mount Capayas,41734.1937301374
CAP2023A40,10.96745,123.9227667,10.96745,123.9227667,,3575.23591008356,10.96745,123.9227667,"0",771.526526459921,10.96745,123.9227667,10.96745,123.9227667,,3575.23591008356,10.96745,123.9227667,"0",771.526526459921,Mount Capayas,41752.0206175507
CAP2023A41,10.96753333,123.92305,10.96753333,123.92305,,3546.45411558932,10.96753333,123.92305,"0",743.612404213478,10.96753333,123.92305,10.96753333,123.92305,,3546.45411558932,10.96753333,123.92305,"0",743.612404213478,Mount Capayas,41761.4738728039
CAP2023A42,10.96775,123.9232667,10.96775,123.9232667,,3512.77215827142,10.96775,123.9232667,"0",709.940189804307,10.96775,123.9232667,10.96775,123.9232667,,3512.77215827142,10.96775,123.9232667,"0",709.940189804307,Mount Capayas,41785.6358644904
JAR2023A01,7.23901,125.64952,7.23901,125.64952,,1098.2424994712,7.23901,125.64952,"716",1075.98906525019,7.23901,125.64952,7.23901,125.64952,,1098.2424994712,7.23901,125.64952,"716",1075.98906525019,Mount Apo,50776.1779961669
JAR2023A02,7.18194,125.65345,7.18194,125.65345,,470.495367052667,7.18194,125.65345,"718",410.004959453805,7.18194,125.65345,7.18194,125.65345,,470.495367052667,7.18194,125.65345,"718",410.004959453805,Mount Apo,47888.3501230577
JAR2023A03,7.03008,125.57382,7.03008,125.57382,Davao River,5774.1599899117,7.03008,125.57382,"0",1990.52320138383,7.03008,125.57382,7.03008,125.57382,Davao River,5774.1599899117,7.03008,125.57382,"0",1990.52320138383,Mount Apo,34024.0884315972
JAR2023A04,7.03832,125.53524,7.03832,125.53524,,6380.82943970803,7.03832,125.53524,"0",2574.27429576651,7.03832,125.53524,7.03832,125.53524,,6380.82943970803,7.03832,125.53524,"0",2574.27429576651,Mount Apo,30008.4798560871
JAR2023A05,7.01067,125.51017,7.01067,125.51017,,2259.73494174704,7.01067,125.51017,"0",2703.33812278478,7.01067,125.51017,7.01067,125.51017,,2259.73494174704,7.01067,125.51017,"0",2703.33812278478,Mount Apo,26753.7778012697
JAR2023A06,7.25122,125.66442,7.25122,125.66442,,1632.39499139678,7.25122,125.66442,"0",2652.48589301204,7.25122,125.66442,7.25122,125.66442,,1632.39499139678,7.25122,125.66442,"0",2652.48589301204,Mount Sinaka,51509.2833700686
JAR2023A07,7.03876,125.57845,7.03876,125.57845,Davao River,4810.51940966531,7.03876,125.57845,"0",1644.98290457415,7.03876,125.57845,7.03876,125.57845,Davao River,4810.51940966531,7.03876,125.57845,"0",1644.98290457415,Mount Apo,34695.5539379789
JAR2023A08,7.03834,125.53518,7.03834,125.53518,,6378.20618306092,7.03834,125.53518,"0",2579.32453178962,7.03834,125.53518,7.03834,125.53518,,6378.20618306092,7.03834,125.53518,"0",2579.32453178962,Mount Apo,30002.4801909187
