Station-Code,Station-Lat,Station-Lon,Sample,Habitat,Region,Province,City,Highly-Urbanized,Sampling-Year,Election-Flag,"Voter-Precinct-Cluster-Ratio_2016,19,22",Macro_Count,Waste-Generation_City-Munic,Sampling-Start,Sampling-End,Monsoon,River_dist_endpoint_km,River_dist_startpoint_km,River_dist_min_km,KBA_dist_km,Landfill_dist_km,Trigger_species,Basin_HubName,Catchment_area_km2,G_catchment_mean,Elevation_sd,Stream_length_total_km_so1,Stream_number_all,Basin_length_km_constrained,Basin_elongation_ratio_constrained,Basin_drainage_density,Basin_length_overland_flow,Popu_dens_city_2020,Population_region_2020,"Poverty_prov-city_2018,21,23",HDI_2015,GRDP_2017-22,GRDP_percapita_2017-22,"Gini_2015,18,21",Metro_Manila,"Income-Gap_2015,18,21",Labor-Participation_2017-22,Sanitation-Level_2020,GVA_AFF_2017-2022,AFF_2017-2022,GVA_AFF_2017-2022,AFSA_2017-2022
GOM2023A05,14.588967,120.954459,Beach Surface Litter,Beach,National Capital Region (NCR),Metro Manila,City of Manila,Yes,2019,TRUE,852.5672451,42,1152.5930000,5/1/19,6/1/19,Southeast,1.127617512,1.074687742,1.074687742,29.00838839,12.80982435,18,Marikina_Pasig,3960.9763,7.2246151,204.45786,2280.5215,767,87.473007,0.81186181,0.97594637,0.5123232,73919.65572,"13,484,462",0.03,0.849,6294194.685,0.466773883,0.352,Yes,0.187,0.605,0.998602,442.597,7.03183E-05,113000.796,0.017953178
INO2022A01,8.5664,126.1627,Beach Surface Litter,Beach,Region XIII (Caraga Region),Surigao del Sur,Barobo,No,2021,FALSE,705.7901024,37,16.3958000,7/10/21,8/12/21,Southeast,7.10099414,6.494542147,6.494542147,23.79468503,22.61068222,24,Hinatuan,309.19431,6.8792214,60.653313,156.11769,71,33.819283,0.58668691,0.91923964,0.54392779,219.1587629,"2,804,788",0.31,0.541,331856.215,0.118317753,0.4474,No,0.222,0.678,0.962596,44613.563,0.134436425,6475.037,0.019511574
INO2022A02,8.56359,126.1758,Beach Surface Litter,Beach,Region XIII (Caraga Region),Surigao del Sur,Barobo,No,2021,FALSE,705.7901024,44,16.3958000,7/10/21,8/12/21,Southeast,8.57153131,6.848988859,6.848988859,24.83449055,24.08276284,24,Hinatuan,309.19431,6.8792214,60.653313,156.11769,71,33.819283,0.58668691,0.91923964,0.54392779,219.1587629,"2,804,788",0.31,0.541,331856.215,0.118317753,0.4474,No,0.222,0.678,0.962596,44613.563,0.134436425,6475.037,0.019511574
INO2022A03,8.53626,126.139,Beach Surface Litter,Beach,Region XIII (Caraga Region),Surigao del Sur,Barobo,No,2021,FALSE,705.7901024,18,16.3958000,7/10/21,8/12/21,Southeast,6.119893951,6.768031837,6.119893951,25.5886918,20.83606873,24,Hinatuan,309.19431,6.8792214,60.653313,156.11769,71,33.819283,0.58668691,0.91923964,0.54392779,219.1587629,"2,804,788",0.31,0.541,331856.215,0.118317753,0.4474,No,0.222,0.678,0.962596,44613.563,0.134436425,6475.037,0.019511574
INO2022A04,8.54883,126.2374,Beach Surface Litter,Beach,Region XIII (Caraga Region),Surigao del Sur,Barobo,No,2021,FALSE,705.7901024,12,16.3958000,7/10/21,8/12/21,Southeast,3.475523568,2.41702052,2.41702052,30.33882872,31.03735692,24,Hinatuan,309.19431,6.8792214,60.653313,156.11769,71,33.819283,0.58668691,0.91923964,0.54392779,219.1587629,"2,804,788",0.31,0.541,331856.215,0.118317753,0.4474,No,0.222,0.678,0.962596,44613.563,0.134436425,6475.037,0.019511574
KAL2019A01,8.518222222,124.5823056,Beach Surface Litter,Beach,Region X (Northern Mindanao),Misamis Oriental,Opol,No,2018,FALSE,624.5730825,16,33.1635000,2018-04-00,2018-04-00,Northeast,0.574883188,3.270928698,0.574883188,58.00199526,12.83188867,58,Iponan,417.21909,19.342167,219.24884,182.59488,72,40.680443,0.56656724,0.83336991,0.59997368,378.7300862,"5,022,768",0.21,0.708,821122.015,0.163479981,0.4059,No,0.19,0.663,0.969305,173541.351,0.211346606,22601.355,0.027524965
KAL2019A02,8.518186111,124.5823944,Beach Surface Litter,Beach,Region X (Northern Mindanao),Misamis Oriental,Opol,No,2018,FALSE,624.5730825,12,33.1635000,2018-04-00,2018-04-00,Northeast,0.585171269,3.260839739,0.585171269,57.99290936,12.830059,58,Iponan,417.21909,19.342167,219.24884,182.59488,72,40.680443,0.56656724,0.83336991,0.59997368,378.7300862,"5,022,768",0.21,0.708,821122.015,0.163479981,0.4059,No,0.19,0.663,0.969305,173541.351,0.211346606,22601.355,0.027524965
KAL2019A03,8.518169444,124.5824722,Beach Surface Litter,Beach,Region X (Northern Mindanao),Misamis Oriental,Opol,No,2018,FALSE,624.5730825,12,33.1635000,2018-04-00,2018-04-00,Northeast,0.593245608,3.2521462,0.593245608,57.98626954,12.83008062,58,Iponan,417.21909,19.342167,219.24884,182.59488,72,40.680443,0.56656724,0.83336991,0.59997368,378.7300862,"5,022,768",0.21,0.708,821122.015,0.163479981,0.4059,No,0.19,0.663,0.969305,173541.351,0.211346606,22601.355,0.027524965
KAL2019A04,8.571555556,124.5129167,Beach Surface Litter,Beach,Region X (Northern Mindanao),Misamis Oriental,City of El Salvador,No,2018,FALSE,624.5730825,12,41.1397000,2018-04-00,2018-04-00,Northeast,2.161827377,3.513778206,2.161827377,63.76841913,9.039591806,16,Iponan,417.21909,19.342167,219.24884,182.59488,72,40.680443,0.56656724,0.83336991,0.59997368,553.6599152,"5,022,768",0.21,0.708,821122.015,0.163479981,0.4059,No,0.19,0.663,0.969305,173541.351,0.211346606,22601.355,0.027524965
KAL2019A05,8.571755556,124.5126778,Beach Surface Litter,Beach,Region X (Northern Mindanao),Misamis Oriental,City of El Salvador,No,2018,FALSE,624.5730825,12,41.1397000,2018-04-00,2018-04-00,Northeast,2.195980102,3.516324434,2.195980102,63.78761271,9.023695561,16,Iponan,417.21909,19.342167,219.24884,182.59488,72,40.680443,0.56656724,0.83336991,0.59997368,553.6599152,"5,022,768",0.21,0.708,821122.015,0.163479981,0.4059,No,0.19,0.663,0.969305,173541.351,0.211346606,22601.355,0.027524965
KAL2019A06,8.571844444,124.5126417,Beach Surface Litter,Beach,Region X (Northern Mindanao),Misamis Oriental,City of El Salvador,No,2018,FALSE,624.5730825,1,41.1397000,2018-04-00,2018-04-00,Northeast,2.204754245,3.522025602,2.204754245,63.78873006,9.023788057,16,Iponan,417.21909,19.342167,219.24884,182.59488,72,40.680443,0.56656724,0.83336991,0.59997368,553.6599152,"5,022,768",0.21,0.708,821122.015,0.163479981,0.4059,No,0.19,0.663,0.969305,173541.351,0.211346606,22601.355,0.027524965
KAL2019A07,8.589941667,124.4732667,Beach Surface Litter,Beach,Region X (Northern Mindanao),Misamis Oriental,Alubijid,No,2018,FALSE,624.5730825,14,9.6489000,2018-04-00,2018-04-00,Northeast,1.786631579,5.386094644,1.786631579,67.47775161,6.769488442,16,Iponan,417.21909,19.342167,219.24884,182.59488,72,40.680443,0.56656724,0.83336991,0.59997368,375.911641,"5,022,768",0.21,0.708,821122.015,0.163479981,0.4059,No,0.19,0.663,0.969305,173541.351,0.211346606,22601.355,0.027524965
KAL2019A08,8.589702778,124.472875,Beach Surface Litter,Beach,Region X (Northern Mindanao),Misamis Oriental,Alubijid,No,2018,FALSE,624.5730825,1,9.6489000,2018-04-00,2018-04-00,Northeast,1.819090777,5.380799364,1.819090777,67.52579751,6.722725185,16,Iponan,417.21909,19.342167,219.24884,182.59488,72,40.680443,0.56656724,0.83336991,0.59997368,375.911641,"5,022,768",0.21,0.708,821122.015,0.163479981,0.4059,No,0.19,0.663,0.969305,173541.351,0.211346606,22601.355,0.027524965
KAL2019A09,8.588938889,124.4752417,Beach Surface Litter,Beach,Region X (Northern Mindanao),Misamis Oriental,Alubijid,No,2018,FALSE,624.5730825,1,9.6489000,2018-04-00,2018-04-00,Northeast,1.545209899,5.195274189,1.545209899,67.29191989,6.812709101,16,Iponan,417.21909,19.342167,219.24884,182.59488,72,40.680443,0.56656724,0.83336991,0.59997368,375.911641,"5,022,768",0.21,0.708,821122.015,0.163479981,0.4059,No,0.19,0.663,0.969305,173541.351,0.211346606,22601.355,0.027524965
PAC2022A01,7.8181,123.7127,Beach Surface Litter,Beach,Region X (Northern Mindanao),Lanao del Norte,Sultan Naga Dimaporo,No,2021,FALSE,634.6426887,132,18.8205000,7/15/21,8/17/21,Southeast,1.631497417,2.37110704,1.631497417,39.30411794,2.347510969,6,Maranding,452.1684,13.598216,419.56787,215.84871,93,45.490307,0.52745605,0.89613092,0.55795419,263.6650937,"5,022,768",0.43,0.599,948892.065,0.188918155,0.4128,No,0.257,0.698,0.969305,222758.347,0.234756254,16278.095,0.017154844
PAC2022A02,7.8164,123.6917,Mangrove Surface Litter,Mangrove,Region X (Northern Mindanao),Lanao del Norte,Sultan Naga Dimaporo,No,2021,FALSE,634.6426887,37,18.8205000,7/15/21,8/17/21,Southeast,2.752254982,0.959432921,0.959432921,41.46076291,2.766206608,6,Maranding,452.1684,13.598216,419.56787,215.84871,93,45.490307,0.52745605,0.89613092,0.55795419,263.6650937,"5,022,768",0.43,0.599,948892.065,0.188918155,0.4128,No,0.257,0.698,0.969305,222758.347,0.234756254,16278.095,0.017154844
PAC2022A03,7.7932,123.7254,Beach Surface Litter,Beach,Region X (Northern Mindanao),Lanao del Norte,Sultan Naga Dimaporo,No,2021,FALSE,634.6426887,34,18.8205000,7/15/21,8/17/21,Southeast,2.598867106,0.589988401,0.589988401,39.43403292,5.432135165,6,Maranding,452.1684,13.598216,419.56787,215.84871,93,45.490307,0.52745605,0.89613092,0.55795419,263.6650937,"5,022,768",0.43,0.599,948892.065,0.188918155,0.4128,No,0.257,0.698,0.969305,222758.347,0.234756254,16278.095,0.017154844
PAC2022A04,7.7646,123.7395,Beach Surface Litter,Beach,Region X (Northern Mindanao),Lanao del Norte,Sultan Naga Dimaporo,No,2021,FALSE,634.6426887,35,18.8205000,7/15/21,8/17/21,Southeast,2.815296001,3.8079713,2.815296001,39.92207942,8.956222674,6,Maranding,452.1684,13.598216,419.56787,215.84871,93,45.490307,0.52745605,0.89613092,0.55795419,263.6650937,"5,022,768",0.43,0.599,948892.065,0.188918155,0.4128,No,0.257,0.698,0.969305,222758.347,0.234756254,16278.095,0.017154844
PAL2019A01,13.980147,120.630093,Beach Surface Litter,Beach,Region IV-A (CALABARZON),Batangas,Lian,No,2016,TRUE,610.7222889,66,16.8840000,2016-00-00,2016-00-00,Northeast,3.684849006,1.196233925,1.196233925,30.16599259,13.96664675,3,Ternate,284.29669,7.8142858,163.28027,229.32784,68,29.853477,0.63730311,1.2343085,0.40508509,732.8125,"16,195,042",0.11,0.731,2423069.48,0.149617981,0.4011,No,0.244,0.637,0.987139,147970.446,0.061067356,39903.376,0.016468111
PAL2022A01,9.717665,123.464748,Mangrove Surface Litter,Mangrove,Region VII (Central Visayas),Cebu,Alcoy,No,2021,FALSE,829.5532831,57,6.0595000,2021-01-00,2021-03-00,Northeast,0.758446116,0.687989568,0.687989568,12.74262126,16.41508052,15,Tanjay,268.70361,16.15237,269.74628,132.16106,56,28.460274,0.64990926,0.88135815,0.56730628,311.3094272,"8,081,988",0.37,0.668,1237764.942,0.153151049,0.4344,No,0.262,0.648,0.931476,95104.835,0.076835942,23745.171,0.01918391
PAL2022A02,9.841909,123.419511,Mangrove Surface Litter,Mangrove,Region VII (Central Visayas),Cebu,Badian,No,2021,FALSE,829.5532831,14,13.9335000,2021-01-00,2021-03-00,Northeast,0.741129598,1.526224747,0.741129598,15.68843821,1.823723482,20,Ilog_Hilabangan,1985.6721,12.656084,213.84348,995.63977,410,66.677589,0.75409997,0.88318747,0.56613123,397.3380576,"8,081,988",0.37,0.668,1237764.942,0.153151049,0.4344,No,0.262,0.648,0.931476,95104.835,0.076835942,23745.171,0.01918391
PAL2022A03,10.480374,123.775069,Mangrove Surface Litter,Mangrove,Region VII (Central Visayas),Cebu,Balamban,No,2021,FALSE,829.5532831,249,49.3491000,2021-01-00,2021-03-00,Northeast,0.503630631,5.178018904,0.503630631,12.22114878,8.46446319,25,Himogaan,446.8667,12.384202,288.29437,311.04553,104,39.573765,0.60274929,1.1221553,0.44557112,285.2140544,"8,081,988",0.37,0.668,1237764.942,0.153151049,0.4344,No,0.262,0.648,0.931476,95104.835,0.076835942,23745.171,0.01918391
PAL2022A04,10.112797,123.530685,Mangrove Surface Litter,Mangrove,Region VII (Central Visayas),Cebu,Barili,No,2021,FALSE,829.5532831,273,41.8926000,2021-01-00,2021-03-00,Northeast,1.022157782,0.744155682,0.744155682,23.63208073,11.84606864,20,Binalbagan,1064.0415,11.531924,335.58148,648.52136,262,56.502888,0.65142393,1.0312573,0.48484504,660.4615007,"8,081,988",0.37,0.668,1237764.942,0.153151049,0.4344,No,0.262,0.648,0.931476,95104.835,0.076835942,23745.171,0.01918391
PAL2022A05,11.025159,123.997823,Mangrove Surface Litter,Mangrove,Region VII (Central Visayas),Cebu,City of Bogo,No,2021,FALSE,829.5532831,501,65.6737000,2021-01-00,2021-03-00,Northeast,0.125781273,1.165239428,0.125781273,48.8809612,55.40878994,14,Pagsangahan,461.66559,9.9502707,216.39183,236.3696,134,31.513123,0.76935607,1.017436,0.49143139,858.452473,"8,081,988",0.37,0.668,1237764.942,0.153151049,0.4344,No,0.262,0.648,0.931476,95104.835,0.076835942,23745.171,0.01918391
PAL2022A06,10.400561,123.948996,Mangrove Surface Litter,Mangrove,Region VII (Central Visayas),Cebu,Consolacion,No,2021,FALSE,829.5532831,61,77.7754000,2021-01-00,2021-03-00,Northeast,1.371230484,0.795370229,0.795370229,8.136678973,2.779631247,18,Inabanga,609.58582,9.4529533,133.63724,284.05362,125,50.498951,0.55168366,0.85438907,0.58521348,1005.516304,"8,081,988",0.37,0.668,1237764.942,0.153151049,0.4344,No,0.262,0.648,0.931476,95104.835,0.076835942,23745.171,0.01918391
PAL2022A07,10.340974,123.94301,Mangrove Surface Litter,Mangrove,Region VII (Central Visayas),Cebu,City of Mandaue,Yes,2021,FALSE,829.5532831,294,255.2892000,2021-01-00,2021-03-00,Northeast,4.142493341,2.38274002,2.38274002,3.195591775,8.497799429,18,Inabanga,609.58582,9.4529533,133.63724,284.05362,125,50.498951,0.55168366,0.85438907,0.58521348,14460.52423,"8,081,988",0.15,0.668,1237764.942,0.153151049,0.4344,No,0.262,0.648,0.931476,95104.835,0.076835942,23745.171,0.01918391
PAL2022A08,10.121941,123.632131,Mangrove Surface Litter,Mangrove,Region VII (Central Visayas),Cebu,City of Carcar,No,2021,FALSE,829.5532831,4,100.9420000,2021-01-00,2021-03-00,Northeast,2.047927029,1.714134564,1.714134564,26.14775998,11.36938003,20,Abatan,364.23761,11.272237,80.664192,203.77185,87,34.030788,0.63281304,0.89199162,0.56054336,1168.462065,"8,081,988",0.37,0.668,1237764.942,0.153151049,0.4344,No,0.262,0.648,0.931476,95104.835,0.076835942,23745.171,0.01918391
PAL2022A09,10.608895,123.975982,Mangrove Surface Litter,Mangrove,Region VII (Central Visayas),Cebu,Carmen,No,2021,FALSE,829.5532831,698,18.2723000,2021-01-00,2021-03-00,Northeast,1.985720676,0.920541206,0.920541206,6.472947985,21.0561717,14,Inabanga,609.58582,9.4529533,133.63724,284.05362,125,50.498951,0.55168366,0.85438907,0.58521348,205.4332846,"8,081,988",0.37,0.668,1237764.942,0.153151049,0.4344,No,0.262,0.648,0.931476,95104.835,0.076835942,23745.171,0.01918391
PAL2022A10,11.220019,124.018067,Mangrove Surface Litter,Mangrove,Region VII (Central Visayas),Cebu,Daanbantayan,No,2021,FALSE,829.5532831,9,48.8023000,2021-01-00,2021-03-00,Northeast,2.363465167,0.646342153,0.646342153,65.97033982,56.06118734,14,Pagsangahan,461.66559,9.9502707,216.39183,236.3696,134,31.513123,0.76935607,1.017436,0.49143139,1013.352119,"8,081,988",0.37,0.668,1237764.942,0.153151049,0.4344,No,0.262,0.648,0.931476,95104.835,0.076835942,23745.171,0.01918391
PAL2022A11,11.144488,123.986322,Mangrove Surface Litter,Mangrove,Region VII (Central Visayas),Cebu,Medellin,No,2021,FALSE,829.5532831,14,30.7500000,2021-01-00,2021-03-00,Northeast,1.093405043,1.286345491,1.093405043,61.76117152,57.37275592,14,Pagsangahan,461.66559,9.9502707,216.39183,236.3696,134,31.513123,0.76935607,1.017436,0.49143139,814.3872114,"8,081,988",0.37,0.668,1237764.942,0.153151049,0.4344,No,0.262,0.648,0.931476,95104.835,0.076835942,23745.171,0.01918391
PAL2022A12,10.266548,123.617942,Mangrove Surface Litter,Mangrove,Region VII (Central Visayas),Cebu,Pinamungajan,No,2021,FALSE,829.5532831,22,39.6818000,2021-01-00,2021-03-00,Northeast,0.802770176,1.620398493,0.802770176,20.20715443,2.743153381,25,Binalbagan,1064.0415,11.531924,335.58148,648.52136,262,56.502888,0.65142393,1.0312573,0.48484504,688.2649322,"8,081,988",0.37,0.668,1237764.942,0.153151049,0.4344,No,0.262,0.648,0.931476,95104.835,0.076835942,23745.171,0.01918391
PAL2022A13,10.983521,123.940712,Mangrove Surface Litter,Mangrove,Region VII (Central Visayas),Cebu,San Remigio,No,2021,FALSE,829.5532831,73,20.8583000,2021-01-00,2021-03-00,Northeast,0.930710428,1.354589797,0.930710428,43.58750869,51.33293291,14,Pagsangahan,461.66559,9.9502707,216.39183,236.3696,134,31.513123,0.76935607,1.017436,0.49143139,83.65275935,"8,081,988",0.37,0.668,1237764.942,0.153151049,0.4344,No,0.262,0.648,0.931476,95104.835,0.076835942,23745.171,0.01918391
PAL2022A14,10.030107,123.58191,Mangrove Surface Litter,Mangrove,Region VII (Central Visayas),Cebu,Sibonga,No,2021,FALSE,829.5532831,8,16.7384000,2021-01-00,2021-03-00,Northeast,0.212751044,1.708399379,0.212751044,14.81007403,19.82936614,20,Abatan,364.23761,11.272237,80.664192,203.77185,87,34.030788,0.63281304,0.89199162,0.56054336,400.3297115,"8,081,988",0.37,0.668,1237764.942,0.153151049,0.4344,No,0.262,0.648,0.931476,95104.835,0.076835942,23745.171,0.01918391
PLT2022A01,16.3342285,119.789863,Beach Surface Litter,Beach,Region I (Ilocos Region),Pangasinan,Bolinao,No,2022,TRUE,628.0131776,44,42.3947000,9/29/22,9/29/22,Southeast,1.972403779,3.429047446,1.972403779,90.86983315,9.545382772,11,Balite_Basit,258.80151,15.211905,141.05925,102.69992,46,30.577829,0.59365183,0.81604725,0.61270964,425.813812,"5,301,139",0.18,0.643,729474.685,0.137607161,0.4015,No,0.213,0.666,0.991508,124136.05,0.170171841,20153.794,0.027627818
PLT2022A02,16.3338885,119.789541,Beach Surface Litter,Beach,Region I (Ilocos Region),Pangasinan,Bolinao,No,2022,TRUE,628.0131776,33,42.3947000,9/29/22,9/29/22,Southeast,2.023374049,3.448872622,2.023374049,90.85165662,9.585525635,11,Balite_Basit,258.80151,15.211905,141.05925,102.69992,46,30.577829,0.59365183,0.81604725,0.61270964,425.813812,"5,301,139",0.18,0.643,729474.685,0.137607161,0.4015,No,0.213,0.666,0.991508,124136.05,0.170171841,20153.794,0.027627818
PLT2022A03,13.804202,120.911121,Underwater/Coral Reef/Sea Floor,Coral Reef,Region IV-A (CALABARZON),Batangas,Bauan,No,2022,TRUE,636.0388112,6,45.3093000,10/18/22,10/20/22,Southeast,0.706675052,0.085875106,0.085875106,24.71247474,4.606196984,4,Pansipit,661.02197,8.1307659,140.00444,439.4093,153,34.141449,0.84973025,0.96266276,0.51939267,1703.601576,"16,195,042",0.06,0.731,3140807.481,0.193936359,0.3773,No,0.166,0.645,0.987139,171083.263,0.054471108,61296.329,0.019516105
PLT2022A04,13.804473,120.912174,Beach Surface Litter,Beach,Region IV-A (CALABARZON),Batangas,Bauan,No,2022,TRUE,636.0388112,267,45.3093000,10/18/22,10/20/22,Southeast,0.592314166,0.13431186,0.13431186,24.6407875,4.493721391,4,Pansipit,661.02197,8.1307659,140.00444,439.4093,153,34.141449,0.84973025,0.96266276,0.51939267,1703.601576,"16,195,042",0.06,0.731,3140807.481,0.193936359,0.3773,No,0.166,0.645,0.987139,171083.263,0.054471108,61296.329,0.019516105
PLT2022A05,9.934805556,118.6452778,Beach Surface Litter,Beach,Region IV-B (MIMAROPA),Palawan,City of Puerto Princesa,Yes,2022,TRUE,613.8050987,11,232.3934000,11/25/22,11/25/22,Northeast,1.116249802,0.511196763,0.511196763,39.79564523,84.70125209,32,Rizal,362.1102,17.102423,132.40868,147.89262,82,27.014254,0.79484504,0.76455957,0.65397131,128.9695173,"3,228,558",0.08,0.699,453006.892,0.140312453,0.4193,No,0.185,0.654,0.906587,74642.379,0.164770957,13191.769,0.02912046
PLT2022A06,9.7265,118.4546667,Beach Surface Litter,Beach,Region IV-B (MIMAROPA),Palawan,City of Puerto Princesa,Yes,2022,TRUE,613.8050987,7,232.3934000,11/26/22,11/26/22,Northeast,4.614770576,0.646316562,0.646316562,41.91778298,83.71376709,39,Rizal,362.1102,17.102423,132.40868,147.89262,82,27.014254,0.79484504,0.76455957,0.65397131,128.9695173,"3,228,558",0.08,0.699,453006.892,0.140312453,0.4193,No,0.185,0.654,0.906587,74642.379,0.164770957,13191.769,0.02912046
PLT2022A07,9.546027778,118.6539722,Beach Surface Litter,Beach,Region IV-B (MIMAROPA),Palawan,City of Puerto Princesa,Yes,2022,TRUE,613.8050987,5,232.3934000,11/25/22,11/25/22,Northeast,1.182162738,0.284592878,0.284592878,42.12045136,90.05509307,2,Rizal,362.1102,17.102423,132.40868,147.89262,82,27.014254,0.79484504,0.76455957,0.65397131,128.9695173,"3,228,558",0.08,0.699,453006.892,0.140312453,0.4193,No,0.185,0.654,0.906587,74642.379,0.164770957,13191.769,0.02912046
PLT2022A08,10.02525,119.1219167,Beach Surface Litter,Beach,Region IV-B (MIMAROPA),Palawan,City of Puerto Princesa,Yes,2022,TRUE,613.8050987,17,232.3934000,11/26/22,11/26/22,Northeast,0.341627065,3.467720114,0.341627065,27.31548862,38.39301815,32,Rizal,362.1102,17.102423,132.40868,147.89262,82,27.014254,0.79484504,0.76455957,0.65397131,128.9695173,"3,228,558",0.08,0.699,453006.892,0.140312453,0.4193,No,0.185,0.654,0.906587,74642.379,0.164770957,13191.769,0.02912046
